Merchant Store ID,Month,Week,Date,Day,Day part,Sales,Payouts,Mkt Spend,Customer Discounts,Orders,GC $0-15,GC $15-20,GC $20-25,GC $25-30,GC $30-$35,GC $35-$40,GC $40+,Count of Orders Mktg Driven,Profitability_%,AOV,Total Orders,Orders Inf by Promo,Orders inf by Ads,Orders inf by both,Organic Orders
3206,2026-05,5/18-5/24,2026-05-24,Sunday,Lunch,176.0,133.7,-2.0,-15.2,9,4,1,2,0,0,2,0,3,76.0,19.6,9,1,0,2,6
3206,2026-05,5/18-5/24,2026-05-24,Sunday,Afternoon,287.7,212.4,-5.0,-34.7,13,6,1,1,1,5,0,0,7,73.8,22.1,13,2,0,5,6
3206,2026-05,5/18-5/24,2026-05-24,Sunday,Dinner,127.7,93.9,-1.0,-11.0,9,5,3,1,1,0,0,0,2,73.6,14.2,9,1,0,1,7
3206,2026-05,5/18-5/24,2026-05-24,Sunday,Late night,124.7,95.4,-1.0,-5.1,7,6,0,0,1,1,0,0,1,76.5,17.8,7,0,0,1,6
493,2026-05,5/18-5/24,2026-05-18,Monday,Early morning,0.0,-9.2,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1
493,2026-05,5/18-5/24,2026-05-18,Monday,Breakfast,199.8,155.6,-1.0,-3.8,12,8,2,2,2,0,0,0,1,77.9,16.7,12,0,0,1,11
493,2026-05,5/18-5/24,2026-05-18,Monday,Lunch,187.0,141.2,-2.0,-11.9,11,4,5,1,2,0,0,0,3,75.5,17.0,11,1,0,2,8
493,2026-05,5/18-5/24,2026-05-18,Monday,Afternoon,110.3,88.0,-1.0,-10.5,6,1,3,2,0,0,0,0,2,79.8,18.4,6,1,0,1,4
493,2026-05,5/18-5/24,2026-05-18,Monday,Dinner,164.3,140.5,0.0,0.0,9,2,5,1,1,0,0,0,0,85.5,18.3,9,0,0,0,9
493,2026-05,5/18-5/24,2026-05-18,Monday,Late night,178.7,145.2,-2.0,-7.6,12,8,3,0,0,0,1,0,2,81.2,14.9,12,0,0,2,10
493,2026-05,5/18-5/24,2026-05-19,Tuesday,Early morning,0.0,-10.9,0.0,0.0,3,3,0,0,0,0,0,0,0,0.0,0.0,3,0,0,0,3
493,2026-05,5/18-5/24,2026-05-19,Tuesday,Breakfast,140.1,100.3,-3.0,-17.7,6,3,0,0,3,1,0,0,4,71.6,23.4,6,1,0,3,2
493,2026-05,5/18-5/24,2026-05-19,Tuesday,Lunch,118.0,90.2,-2.0,-10.0,8,6,1,1,0,0,0,0,3,76.4,14.8,8,1,0,2,5
493,2026-05,5/18-5/24,2026-05-19,Tuesday,Afternoon,21.4,18.7,0.0,0.0,1,0,0,1,0,0,0,0,0,87.4,21.4,1,0,0,0,1
493,2026-05,5/18-5/24,2026-05-19,Tuesday,Dinner,150.2,122.5,-1.0,-5.6,8,3,3,1,0,0,1,0,1,81.5,18.8,8,0,0,1,7
493,2026-05,5/18-5/24,2026-05-19,Tuesday,Late night,124.7,91.6,-2.0,-8.5,8,6,0,1,1,1,0,0,2,73.5,15.6,8,0,0,2,6
493,2026-05,5/18-5/24,2026-05-20,Wednesday,Breakfast,66.2,56.2,0.0,0.0,5,4,1,0,0,0,0,0,0,84.9,13.2,5,0,0,0,5
493,2026-05,5/18-5/24,2026-05-20,Wednesday,Lunch,113.8,71.7,-2.0,-16.7,6,3,2,0,2,0,0,0,4,63.0,19.0,6,2,0,2,2
493,2026-05,5/18-5/24,2026-05-20,Wednesday,Afternoon,78.1,62.5,-1.0,-3.9,5,3,1,0,1,0,0,0,1,80.1,15.6,5,0,0,1,4
493,2026-05,5/18-5/24,2026-05-20,Wednesday,Dinner,203.5,155.2,-3.0,-19.1,10,4,2,1,1,1,1,0,4,76.3,20.3,10,1,0,3,6
493,2026-05,5/18-5/24,2026-05-20,Wednesday,Late night,178.5,184.4,0.0,-6.0,11,7,3,1,2,0,0,0,1,103.3,16.2,11,1,0,0,10
493,2026-05,5/18-5/24,2026-05-21,Thursday,Breakfast,94.6,73.7,-2.0,-5.7,6,4,1,0,0,1,0,0,2,77.9,15.8,6,0,0,2,4
493,2026-05,5/18-5/24,2026-05-21,Thursday,Lunch,60.9,52.2,0.0,0.0,3,1,0,2,0,0,0,0,0,85.8,20.3,3,0,0,0,3
493,2026-05,5/18-5/24,2026-05-21,Thursday,Afternoon,148.8,107.4,-2.0,-15.1,4,1,1,1,0,1,0,1,3,72.2,37.2,4,1,0,2,1
493,2026-05,5/18-5/24,2026-05-21,Thursday,Dinner,364.3,290.3,-3.0,-30.4,17,3,3,7,1,1,1,1,6,79.7,21.4,17,3,0,3,11
493,2026-05,5/18-5/24,2026-05-21,Thursday,Late night,351.2,273.4,-3.0,-28.2,18,8,3,5,2,0,1,0,6,77.9,19.5,18,3,0,3,12
493,2026-05,5/18-5/24,2026-05-22,Friday,Early morning,667.3,584.2,-10.9,-80.2,49,27,12,3,8,0,2,0,19,87.6,13.6,49,8,0,11,30
493,2026-05,5/18-5/24,2026-05-22,Friday,Breakfast,354.2,255.4,-3.0,-22.4,22,11,6,4,2,0,1,0,5,72.1,16.1,22,2,0,3,17
493,2026-05,5/18-5/24,2026-05-22,Friday,Lunch,152.9,114.0,-3.0,-16.7,9,6,0,1,0,2,0,0,4,74.5,17.0,9,1,0,3,5
493,2026-05,5/18-5/24,2026-05-22,Friday,Afternoon,53.0,45.0,0.0,0.0,3,1,1,1,0,0,0,0,0,84.9,17.7,3,0,0,0,3
493,2026-05,5/18-5/24,2026-05-22,Friday,Dinner,271.1,209.5,-3.0,-24.1,15,9,1,1,1,1,1,1,5,77.3,18.1,15,2,0,3,10
493,2026-05,5/18-5/24,2026-05-22,Friday,Late night,211.4,169.0,-2.0,-31.2,15,8,6,1,0,0,0,0,6,79.9,14.1,15,4,0,2,9
493,2026-05,5/18-5/24,2026-05-23,Saturday,Early morning,776.6,613.1,-3.0,-59.9,39,12,11,7,5,3,0,1,13,78.9,19.9,39,10,0,3,26
493,2026-05,5/18-5/24,2026-05-23,Saturday,Breakfast,306.0,214.2,-5.9,-27.9,16,8,4,0,0,5,0,0,6,70.0,19.1,16,0,0,6,10
493,2026-05,5/18-5/24,2026-05-23,Saturday,Lunch,244.3,175.5,-5.0,-32.6,11,2,2,1,3,3,0,0,7,71.8,22.2,11,2,0,5,4
493,2026-05,5/18-5/24,2026-05-23,Saturday,Afternoon,170.5,133.3,-1.0,-13.0,9,2,3,1,2,1,0,0,3,78.2,18.9,9,2,0,1,6
493,2026-05,5/18-5/24,2026-05-23,Saturday,Dinner,173.1,139.9,0.0,-10.0,10,3,4,2,1,0,0,0,2,80.8,17.3,10,2,0,0,8
493,2026-05,5/18-5/24,2026-05-23,Saturday,Late night,276.9,212.6,-4.0,-24.8,15,7,2,2,2,1,1,0,5,76.8,18.5,15,1,0,4,10
493,2026-05,5/18-5/24,2026-05-24,Sunday,Early morning,553.2,393.2,-5.9,-65.6,29,15,4,5,5,3,0,0,15,71.1,19.1,29,9,0,6,14
493,2026-05,5/18-5/24,2026-05-24,Sunday,Breakfast,486.6,367.4,-8.9,-45.5,21,5,6,1,4,2,1,2,10,75.5,23.2,21,1,0,9,11
493,2026-05,5/18-5/24,2026-05-24,Sunday,Lunch,237.4,194.6,-2.0,-31.4,11,5,1,2,1,2,1,0,5,82.0,21.6,11,3,0,2,6
493,2026-05,5/18-5/24,2026-05-24,Sunday,Afternoon,194.2,146.7,-4.0,-18.3,8,2,2,1,0,1,1,1,4,75.5,24.3,8,0,0,4,4
493,2026-05,5/18-5/24,2026-05-24,Sunday,Dinner,64.6,51.7,0.0,-4.0,4,2,1,0,1,0,0,0,1,79.9,16.2,4,1,0,0,3
493,2026-05,5/18-5/24,2026-05-24,Sunday,Late night,238.4,182.9,-3.0,-23.6,12,5,3,0,0,1,3,0,5,76.7,19.9,12,2,0,3,7
574,2026-05,5/18-5/24,2026-05-18,Monday,Breakfast,237.1,181.5,-3.0,-23.9,11,3,2,2,1,3,0,0,5,76.6,21.6,11,2,0,3,6
574,2026-05,5/18-5/24,2026-05-18,Monday,Lunch,20.0,17.3,0.0,0.0,2,1,1,0,0,0,0,0,0,86.5,10.0,2,0,0,0,2
574,2026-05,5/18-5/24,2026-05-18,Monday,Afternoon,39.4,34.5,0.0,0.0,3,3,0,0,0,0,0,0,0,87.5,13.2,3,0,0,0,3
574,2026-05,5/18-5/24,2026-05-18,Monday,Dinner,22.7,19.5,0.0,0.0,2,1,0,2,0,0,0,0,0,85.9,11.3,2,0,0,0,2
574,2026-05,5/18-5/24,2026-05-18,Monday,Late night,24.1,21.3,0.0,0.0,1,0,0,1,0,0,0,0,0,88.4,24.1,1,0,0,0,1
574,2026-05,5/18-5/24,2026-05-19,Tuesday,Breakfast,128.9,103.4,-1.0,-4.0,7,5,1,0,1,0,1,0,1,80.2,18.4,7,0,0,1,6
574,2026-05,5/18-5/24,2026-05-19,Tuesday,Lunch,81.2,65.2,-1.0,-4.1,5,3,1,0,1,0,0,0,1,80.3,16.2,5,0,0,1,4
574,2026-05,5/18-5/24,2026-05-19,Tuesday,Afternoon,15.5,13.3,0.0,0.0,1,0,1,0,0,0,0,0,0,85.9,15.5,1,0,0,0,1
574,2026-05,5/18-5/24,2026-05-19,Tuesday,Dinner,39.2,28.6,0.0,-6.0,2,0,1,1,0,0,0,0,1,72.8,19.6,2,1,0,0,1
574,2026-05,5/18-5/24,2026-05-19,Tuesday,Late night,29.7,19.6,-1.0,-5.8,3,2,1,0,0,0,0,0,1,66.1,9.9,3,0,0,1,2
574,2026-05,5/18-5/24,2026-05-20,Wednesday,Breakfast,158.4,127.0,-2.0,-8.9,8,3,2,0,2,0,1,0,2,80.2,19.8,8,0,0,2,6
574,2026-05,5/18-5/24,2026-05-20,Wednesday,Lunch,152.7,119.0,-3.0,-11.9,8,3,1,1,3,0,0,0,3,77.9,19.1,8,0,0,3,5
574,2026-05,5/18-5/24,2026-05-20,Wednesday,Afternoon,38.7,33.8,0.0,0.0,2,0,1,1,0,0,0,0,0,87.4,19.4,2,0,0,0,2
574,2026-05,5/18-5/24,2026-05-20,Wednesday,Dinner,17.8,15.7,0.0,0.0,1,0,1,0,0,0,0,0,0,88.4,17.8,1,0,0,0,1
574,2026-05,5/18-5/24,2026-05-20,Wednesday,Late night,92.2,85.0,-2.0,-9.8,5,3,0,1,1,1,0,0,2,92.1,18.4,5,0,0,2,3
574,2026-05,5/18-5/24,2026-05-21,Thursday,Breakfast,286.7,217.2,-4.0,-24.9,14,5,3,1,2,1,1,1,5,75.8,20.5,14,1,0,4,9
574,2026-05,5/18-5/24,2026-05-21,Thursday,Lunch,86.2,72.4,0.0,0.0,6,4,0,0,2,0,0,0,0,84.0,14.4,6,0,0,0,6
574,2026-05,5/18-5/24,2026-05-21,Thursday,Dinner,98.4,79.9,-1.0,-4.7,5,1,2,1,0,1,0,0,1,81.2,19.7,5,0,0,1,4
574,2026-05,5/18-5/24,2026-05-21,Thursday,Late night,18.2,13.4,0.0,0.0,1,1,1,0,0,0,0,0,0,73.5,18.2,1,0,0,0,1
574,2026-05,5/18-5/24,2026-05-22,Friday,Early morning,12.7,43.0,0.0,0.0,4,4,0,0,0,0,0,0,0,339.3,3.2,4,0,0,0,4
574,2026-05,5/18-5/24,2026-05-22,Friday,Breakfast,232.5,174.7,-4.0,-26.6,11,4,1,1,4,0,1,0,6,75.1,21.1,11,2,0,4,5
574,2026-05,5/18-5/24,2026-05-22,Friday,Lunch,119.0,103.1,0.0,0.0,8,4,2,1,1,0,0,0,0,86.6,14.9,8,0,0,0,8
574,2026-05,5/18-5/24,2026-05-22,Friday,Afternoon,55.9,45.1,0.0,0.0,4,3,1,1,0,0,0,0,0,80.7,14.0,4,0,0,0,4
574,2026-05,5/18-5/24,2026-05-22,Friday,Late night,79.4,55.5,-3.0,-11.9,3,0,0,0,3,0,0,0,3,69.9,26.5,3,0,0,3,0
574,2026-05,5/18-5/24,2026-05-23,Saturday,Early morning,0.0,-3.3,0.0,0.0,1,1,0,0,0,0,0,0,0,0.0,0.0,1,0,0,0,1
574,2026-05,5/18-5/24,2026-05-23,Saturday,Breakfast,220.0,182.6,0.0,-24.8,12,5,1,4,2,0,0,0,3,83.0,18.3,12,3,0,0,9
574,2026-05,5/18-5/24,2026-05-23,Saturday,Lunch,45.9,29.5,0.0,0.0,2,1,1,0,1,0,0,0,0,64.4,23.0,2,0,0,0,2
574,2026-05,5/18-5/24,2026-05-23,Saturday,Afternoon,27.6,24.1,0.0,0.0,3,3,0,0,0,0,0,0,0,87.3,9.2,3,0,0,0,3
574,2026-05,5/18-5/24,2026-05-23,Saturday,Dinner,34.6,29.9,0.0,0.0,3,2,1,0,0,0,0,0,0,86.5,11.5,3,0,0,0,3
574,2026-05,5/18-5/24,2026-05-23,Saturday,Late night,50.5,39.1,-1.0,-3.9,2,0,0,1,1,0,0,0,1,77.3,25.3,2,0,0,1,1
574,2026-05,5/18-5/24,2026-05-24,Sunday,Early morning,61.4,48.5,-1.0,-4.4,4,3,0,0,1,0,0,0,1,79.0,15.4,4,0,0,1,3
574,2026-05,5/18-5/24,2026-05-24,Sunday,Breakfast,184.5,143.3,-2.0,-40.9,8,3,0,2,1,0,1,1,4,77.7,23.1,8,2,0,2,4
574,2026-05,5/18-5/24,2026-05-24,Sunday,Lunch,99.8,76.7,-2.0,-8.9,4,1,0,1,1,0,0,1,2,76.8,25.0,4,0,0,2,2
574,2026-05,5/18-5/24,2026-05-24,Sunday,Afternoon,48.9,37.9,-1.0,-3.8,3,1,1,0,1,0,0,0,1,77.5,16.3,3,0,0,1,2
574,2026-05,5/18-5/24,2026-05-24,Sunday,Dinner,155.8,124.3,-2.0,-9.5,7,1,2,2,1,0,1,0,2,79.8,22.3,7,0,0,2,5
574,2026-05,5/18-5/24,2026-05-24,Sunday,Late night,105.0,80.8,-2.0,-10.0,4,0,2,0,0,1,1,0,2,77.0,26.2,4,0,0,2,2
