Merchant Store ID,Day,Day part,Sales,Payouts,Orders,AOV,Week
5709,Tuesday,Dinner,76.8,72.4,3.0,25.6,5/25-5/31
5709,Tuesday,Late night,41.7,34.5,3.0,13.9,5/25-5/31
5709,Wednesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
5709,Wednesday,Breakfast,17.9,17.2,1.0,17.9,5/25-5/31
5709,Wednesday,Lunch,75.8,60.0,4.0,18.95,5/25-5/31
5709,Wednesday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
5709,Wednesday,Dinner,118.0,98.4,4.0,29.5,5/25-5/31
5709,Wednesday,Late night,0.0,12.3,0.0,0.0,5/25-5/31
5709,Thursday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
5709,Thursday,Breakfast,47.9,44.9,1.0,47.9,5/25-5/31
5709,Thursday,Lunch,121.9,108.0,6.0,20.32,5/25-5/31
5709,Thursday,Afternoon,22.8,16.6,1.0,22.8,5/25-5/31
5709,Thursday,Dinner,101.3,95.6,4.0,25.32,5/25-5/31
5709,Thursday,Late night,117.8,108.7,4.0,29.45,5/25-5/31
5709,Friday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
5709,Friday,Breakfast,46.6,43.6,2.0,23.3,5/25-5/31
5709,Friday,Lunch,63.4,49.3,3.0,21.13,5/25-5/31
5709,Friday,Afternoon,38.4,38.9,2.0,19.2,5/25-5/31
5709,Friday,Dinner,174.9,160.1,9.0,19.43,5/25-5/31
5709,Friday,Late night,118.4,98.3,4.0,29.6,5/25-5/31
5709,Saturday,Early morning,32.8,24.8,2.0,16.4,5/25-5/31
5709,Saturday,Breakfast,109.9,92.6,7.0,15.7,5/25-5/31
5709,Saturday,Lunch,188.8,159.8,7.0,26.97,5/25-5/31
5709,Saturday,Afternoon,88.1,77.8,3.0,29.37,5/25-5/31
5709,Saturday,Dinner,124.3,112.6,6.0,20.72,5/25-5/31
5709,Saturday,Late night,231.0,195.6,8.0,28.88,5/25-5/31
5709,Sunday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
5709,Sunday,Breakfast,37.7,35.3,1.0,37.7,5/25-5/31
5709,Sunday,Lunch,54.8,45.2,2.0,27.4,5/25-5/31
5709,Sunday,Afternoon,0.0,0.0,0.0,0.0,5/25-5/31
5709,Sunday,Dinner,90.6,85.3,3.0,30.2,5/25-5/31
5709,Sunday,Late night,47.0,39.4,2.0,23.5,5/25-5/31
