Operator,Merchant Store ID,Month,Week,Date,Day,Day part,Sales,Sales WoW Δ,Sales WoW %,Payouts,Payouts WoW Δ,Payouts WoW %,Mkt Spend,Mkt Spend WoW Δ,Mkt Spend WoW %,Customer Discounts,Customer Discounts WoW Δ,Customer Discounts WoW %,Orders,Orders WoW Δ,Orders WoW %,GC $0-15,GC $0-15 WoW Δ,GC $0-15 WoW %,GC $15-20,GC $15-20 WoW Δ,GC $15-20 WoW %,GC $20-25,GC $20-25 WoW Δ,GC $20-25 WoW %,GC $25-30,GC $25-30 WoW Δ,GC $25-30 WoW %,GC $30-$35,GC $30-$35 WoW Δ,GC $30-$35 WoW %,GC $35-$40,GC $35-$40 WoW Δ,GC $35-$40 WoW %,GC $40+,GC $40+ WoW Δ,GC $40+ WoW %,Profitability_%,Profitability_% WoW Δ,Profitability_% WoW %,AOV,AOV WoW Δ,AOV WoW %,Total Orders,Total Orders WoW Δ,Total Orders WoW %,Orders Inf by Promo,Orders Inf by Promo WoW Δ,Orders Inf by Promo WoW %,Orders inf by Ads,Orders inf by Ads WoW Δ,Orders inf by Ads WoW %,Orders inf by both,Orders inf by both WoW Δ,Orders inf by both WoW %,Organic Orders,Organic Orders WoW Δ,Organic Orders WoW %,reco_kill_ads,reco_lower_basket,reco_kill_campaign,reco_campaign_ok,target_gc_bucket,final_recommendation,recommendation_priority,Recommendation
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-30,Saturday,Afternoon,55.6,34.6,164.8,53.4,38.3,253.6,0.0,0.0,,0.0,5.0,100.0,2.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,-1.0,-100.0,2.0,2.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,96.0,23.8,33.0,27.8,6.8,32.4,2.0,1.0,100.0,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,2.0,2.0,,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-30,Saturday,Breakfast,181.5,62.3,52.3,152.8,46.4,43.6,0.0,0.0,,-21.0,-14.0,-200.0,7.0,0.0,0.0,1.0,-1.0,-50.0,0.0,-4.0,-100.0,3.0,2.0,200.0,1.0,1.0,,0.0,0.0,,2.0,2.0,,0.0,0.0,,84.1,-5.2,-5.8,25.9,8.9,52.4,7.0,0.0,0.0,3.0,2.0,200.0,0.0,0.0,,0.0,0.0,,4.0,-2.0,-33.3,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-30,Saturday,Dinner,162.7,-207.3,-56.0,150.2,-183.1,-54.9,0.0,0.0,,-7.0,13.0,65.0,7.0,-7.0,-50.0,0.0,-3.0,-100.0,4.0,3.0,300.0,0.0,-5.0,-100.0,2.0,0.0,0.0,0.0,-1.0,-100.0,1.0,1.0,,0.0,-2.0,-100.0,92.3,2.2,2.4,23.2,-3.2,-12.1,7.0,-7.0,-50.0,2.0,-2.0,-50.0,0.0,0.0,,0.0,0.0,,5.0,-5.0,-50.0,N,Y,N,Y,GC $25-30,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/18-5/24,2026-05-23,Saturday,Early morning,0.0,0.0,,0.0,10.5,100.0,0.0,0.0,,0.0,0.0,,0.0,-1.0,-100.0,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,-1.0,-100.0,N,N,N,Y,GC $15-20,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-30,Saturday,Late night,128.9,-3.3,-2.5,123.2,5.1,4.3,0.0,0.0,,0.0,7.9,100.0,5.0,-1.0,-16.7,2.0,1.0,100.0,1.0,-2.0,-66.7,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,1.0,1.0,,1.0,0.0,0.0,95.6,6.3,7.1,25.8,3.8,17.3,5.0,-1.0,-16.7,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,5.0,0.0,0.0,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-30,Saturday,Lunch,82.5,-59.0,-41.7,78.4,-51.8,-39.8,0.0,0.0,,0.0,5.0,100.0,4.0,-2.0,-33.3,3.0,2.0,200.0,0.0,-1.0,-100.0,0.0,-1.0,-100.0,0.0,-2.0,-100.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,95.0,3.0,3.3,20.6,-3.0,-12.7,4.0,-2.0,-33.3,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,4.0,-1.0,-20.0,N,Y,Y,N,GC $25-30,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-31,Sunday,Afternoon,93.0,-34.2,-26.9,78.5,-36.8,-31.9,0.0,0.0,,-10.0,-5.0,-100.0,3.0,-2.0,-40.0,0.0,-2.0,-100.0,1.0,0.0,0.0,0.0,-1.0,-100.0,1.0,1.0,,0.0,-1.0,-100.0,0.0,0.0,,1.0,0.0,0.0,84.5,-6.2,-6.8,31.0,5.6,22.0,3.0,-2.0,-40.0,2.0,1.0,100.0,0.0,0.0,,0.0,0.0,,1.0,-3.0,-75.0,N,N,N,N,GC $35-40,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-31,Sunday,Breakfast,110.6,-148.4,-57.3,98.7,-121.6,-55.2,0.0,0.0,,0.0,17.0,100.0,5.0,-4.0,-44.4,1.0,0.0,0.0,2.0,-1.0,-33.3,2.0,1.0,100.0,0.0,-3.0,-100.0,0.0,0.0,,1.0,0.0,0.0,0.0,-1.0,-100.0,89.2,4.1,4.8,22.1,-6.7,-23.3,5.0,-4.0,-44.4,0.0,-3.0,-100.0,0.0,0.0,,0.0,0.0,,5.0,-1.0,-16.7,N,Y,Y,N,GC $25-30,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-31,Sunday,Dinner,142.8,-31.4,-18.0,122.4,-33.1,-21.3,0.0,0.0,,-21.2,-11.2,-112.0,4.0,-4.0,-50.0,1.0,0.0,0.0,0.0,0.0,,1.0,-5.0,-83.3,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,1.0,1.0,,85.7,-3.5,-3.9,35.7,13.9,63.8,4.0,-4.0,-50.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,,2.0,-4.0,-66.7,N,N,N,N,,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-31,Sunday,Late night,167.6,119.7,249.9,110.9,65.1,142.1,0.0,0.0,,-20.0,-20.0,,8.0,5.0,166.7,4.0,2.0,100.0,3.0,2.0,200.0,2.0,2.0,,1.0,1.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,66.2,-29.5,-30.8,20.9,4.9,30.6,8.0,5.0,166.7,4.0,4.0,,0.0,0.0,,0.0,0.0,,4.0,1.0,33.3,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-31,Sunday,Lunch,39.0,24.7,172.7,29.7,16.2,120.0,0.0,0.0,,-7.9,-7.9,,2.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,76.2,-18.5,-19.5,19.5,5.2,36.4,2.0,1.0,100.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,N,N,N,Y,GC $20-25,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-28,Thursday,Afternoon,121.3,92.6,322.6,111.6,84.5,311.8,0.0,0.0,,-5.0,-5.0,,6.0,4.0,200.0,2.0,0.0,0.0,2.0,2.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,,92.0,-2.6,-2.7,20.2,5.9,41.3,6.0,4.0,200.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,5.0,3.0,150.0,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-28,Thursday,Breakfast,91.3,-51.6,-36.1,86.4,-29.5,-25.5,0.0,0.0,,0.0,21.0,100.0,3.0,-2.0,-40.0,0.0,0.0,,1.0,-1.0,-50.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,-1.0,-50.0,94.6,13.5,16.6,30.4,1.8,6.3,3.0,-2.0,-40.0,0.0,-3.0,-100.0,0.0,0.0,,0.0,0.0,,3.0,1.0,50.0,N,N,N,N,GC $35-40,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-28,Thursday,Dinner,190.2,58.9,44.9,171.4,61.2,55.5,0.0,3.0,100.0,-10.0,-5.0,-100.0,8.0,3.0,60.0,1.0,-1.0,-50.0,5.0,5.0,,0.0,0.0,,0.0,-2.0,-100.0,0.0,-2.0,-100.0,0.0,0.0,,2.0,2.0,,90.1,6.2,7.4,23.8,-2.5,-9.5,8.0,3.0,60.0,2.0,1.0,100.0,0.0,-1.0,-100.0,0.0,0.0,,6.0,3.0,100.0,N,Y,Y,N,GC $25-30,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-28,Thursday,Late night,265.0,150.6,131.6,217.0,121.2,126.5,-3.0,-3.0,,-32.8,-17.8,-118.7,12.0,6.0,100.0,5.0,3.0,150.0,0.0,-1.0,-100.0,3.0,0.0,0.0,5.0,5.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,81.9,-1.8,-2.2,22.1,3.0,15.7,12.0,6.0,100.0,5.0,2.0,66.7,0.0,0.0,,1.0,1.0,,6.0,3.0,100.0,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-28,Thursday,Lunch,29.6,-13.0,-30.5,28.4,-13.0,-31.4,0.0,0.0,,0.0,0.0,,2.0,-1.0,-33.3,1.0,-1.0,-50.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,95.8,-1.4,-1.4,14.8,0.6,4.2,2.0,-1.0,-33.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,-1.0,-33.3,N,N,N,Y,GC $15-20,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Afternoon,25.9,13.5,108.9,19.8,7.8,65.0,0.0,0.0,,-5.0,-5.0,,1.0,0.0,0.0,0.0,-1.0,-100.0,0.0,0.0,,0.0,0.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,76.4,-20.7,-21.3,25.9,13.5,108.9,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,-1.0,-100.0,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Breakfast,79.3,-19.4,-19.7,70.6,-9.6,-12.0,0.0,0.0,,-5.0,9.0,64.3,3.0,-1.0,-25.0,1.0,1.0,,0.0,-1.0,-100.0,0.0,0.0,,1.0,-2.0,-66.7,0.0,0.0,,0.0,0.0,,1.0,1.0,,89.0,7.8,9.6,26.4,1.7,6.9,3.0,-1.0,-25.0,1.0,-1.0,-50.0,0.0,0.0,,0.0,0.0,,2.0,0.0,0.0,N,N,N,N,GC $30-35,No action,None,
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Dinner,117.6,10.5,9.8,111.8,21.3,23.5,0.0,3.0,100.0,0.0,10.0,100.0,5.0,-1.0,-16.7,0.0,-3.0,-100.0,3.0,3.0,,1.0,0.0,0.0,0.0,-2.0,-100.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,95.1,10.6,12.5,23.5,5.7,32.0,5.0,-1.0,-16.7,0.0,-2.0,-100.0,0.0,-1.0,-100.0,0.0,0.0,,5.0,2.0,66.7,N,N,Y,N,GC $25-30,Kill,Medium,Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Late night,78.4,-72.0,-47.9,69.5,-74.0,-51.6,0.0,3.0,100.0,-5.0,5.0,50.0,4.0,-5.0,-55.6,0.0,-5.0,-100.0,1.0,0.0,0.0,3.0,1.0,50.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,-1.0,-100.0,88.6,-6.8,-7.1,19.6,2.9,17.4,4.0,-5.0,-55.6,1.0,-1.0,-50.0,0.0,-1.0,-100.0,0.0,0.0,,3.0,-3.0,-50.0,N,N,N,Y,GC $20-25,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-26,Tuesday,Lunch,90.2,63.6,239.1,81.6,56.4,223.8,0.0,0.0,,-5.0,-5.0,,4.0,3.0,300.0,1.0,1.0,,1.0,1.0,,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,90.5,-4.2,-4.4,22.5,-4.1,-15.4,4.0,3.0,300.0,1.0,1.0,,0.0,0.0,,0.0,0.0,,3.0,2.0,200.0,N,Y,N,Y,GC $25-30,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Afternoon,95.8,72.2,305.9,81.2,58.9,264.1,0.0,0.0,,-10.0,-10.0,,4.0,3.0,300.0,1.0,1.0,,0.0,0.0,,0.0,-1.0,-100.0,3.0,3.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,84.8,-9.9,-10.5,24.0,0.4,1.7,4.0,3.0,300.0,2.0,2.0,,0.0,0.0,,0.0,0.0,,2.0,1.0,100.0,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Breakfast,55.1,-12.5,-18.5,36.6,-3.3,-8.3,-3.0,0.0,0.0,-14.0,-7.0,-100.0,3.0,-1.0,-25.0,2.0,-1.0,-33.3,0.0,0.0,,1.0,1.0,,1.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-100.0,0.0,0.0,,66.4,7.3,12.4,18.4,1.5,8.9,3.0,-1.0,-25.0,2.0,2.0,,1.0,1.0,,0.0,-1.0,-100.0,0.0,-3.0,-100.0,N,N,N,Y,GC $20-25,Continue,Info,"Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Dinner,123.3,-63.1,-33.9,123.0,-32.7,-21.0,0.0,0.0,,-10.0,12.9,56.3,6.0,0.0,0.0,2.0,2.0,,1.0,0.0,0.0,1.0,1.0,,0.0,-2.0,-100.0,2.0,1.0,100.0,0.0,-1.0,-100.0,0.0,-1.0,-100.0,99.8,16.3,19.5,20.6,-10.5,-33.8,6.0,0.0,0.0,2.0,-2.0,-50.0,0.0,0.0,,0.0,0.0,,4.0,2.0,100.0,N,Y,Y,N,GC $25-30,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $25-30 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Late night,89.2,-53.4,-37.4,97.4,-42.0,-30.1,0.0,0.0,,-7.9,7.9,50.0,5.0,0.0,0.0,4.0,3.0,300.0,0.0,-1.0,-100.0,1.0,1.0,,1.0,-1.0,-50.0,0.0,-1.0,-100.0,0.0,-1.0,-100.0,0.0,0.0,,109.3,11.5,11.8,17.8,-10.7,-37.5,5.0,0.0,0.0,1.0,-1.0,-50.0,0.0,0.0,,0.0,0.0,,4.0,1.0,33.3,N,Y,N,Y,GC $20-25,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,15272,2026-05,5/25-5/31,2026-05-27,Wednesday,Lunch,84.5,-0.3,-0.4,81.3,3.0,3.8,0.0,3.0,100.0,0.0,0.0,,5.0,0.0,0.0,3.0,2.0,200.0,1.0,-2.0,-66.7,0.0,-1.0,-100.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,0.0,0.0,,96.2,3.9,4.2,16.9,-0.1,-0.6,5.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-100.0,0.0,0.0,,5.0,1.0,25.0,N,Y,Y,N,GC $20-25,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $20-25 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-29,Friday,Afternoon,52.5,-9.3,-15.0,51.9,-1.2,-2.3,0.0,1.0,100.0,-5.0,-0.8,-19.0,4.0,2.0,100.0,2.0,2.0,,1.0,1.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,,0.0,-1.0,-100.0,0.0,0.0,,98.8,13.0,15.2,13.1,-17.8,-57.6,4.0,2.0,100.0,1.0,1.0,,0.0,0.0,,0.0,-1.0,-100.0,3.0,2.0,200.0,N,Y,N,Y,GC $15-20,Adjust promo,Low,"Adjust promo to lower basket size; Continue, campaign working fine"
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-29,Friday,Breakfast,101.3,-355.8,-77.8,111.6,-284.7,-71.8,0.0,10.0,100.0,-6.6,17.4,72.5,7.0,-14.0,-66.7,3.0,-3.0,-50.0,1.0,-2.0,-66.7,2.0,-6.0,-75.0,1.0,0.0,0.0,0.0,0.0,,0.0,-2.0,-100.0,0.0,-1.0,-100.0,110.2,23.5,27.1,14.5,-7.3,-33.5,7.0,-14.0,-66.7,1.0,-1.0,-50.0,0.0,-2.0,-100.0,0.0,-2.0,-100.0,6.0,-9.0,-60.0,N,Y,Y,N,GC $15-20,Kill,Medium,Adjust promo to lower basket size; Kill campaign (target bucket GC $15-20 WoW Δ < 0)
mcd+jeffreyopsllc@theondemandcompany.com,18869,2026-05,5/25-5/31,2026-05-29,Friday,Dinner,298.3,-160.0,-34.9,242.0,-168.3,-41.0,0.0,3.0,100.0,-38.9,6.0,13.4,12.0,-8.0,-40.0,1.0,-4.0,-80.0,2.0,1.0,100.0,3.0,-2.0,-40.0,4.0,2.0,100.0,1.0,-3.0,-75.0,1.0,0.0,0.0,0.0,-2.0,-100.0,81.1,-8.4,-9.4,24.9,2.0,8.7,12.0,-8.0,-40.0,6.0,-3.0,-33.3,0.0,-1.0,-100.0,0.0,0.0,,6.0,-4.0,-40.0,N,N,N,Y,GC $25-30,Continue,Info,"Continue, campaign working fine"
