Merchant Store ID,Day,Day part,Sales,Payouts,Orders,AOV,Week
3206,Friday,Afternoon,31.9,27.4,2.0,15.95,5/25-5/31
3206,Friday,Dinner,160.7,122.4,8.0,20.09,5/25-5/31
3206,Friday,Late night,348.0,264.4,16.0,21.75,5/25-5/31
3206,Saturday,Early morning,41.6,31.6,3.0,13.87,5/25-5/31
3206,Saturday,Breakfast,315.4,259.4,17.0,18.55,5/25-5/31
3206,Saturday,Lunch,213.4,164.8,10.0,21.34,5/25-5/31
3206,Saturday,Afternoon,146.2,88.5,8.0,18.27,5/25-5/31
3206,Saturday,Dinner,329.3,271.7,16.0,20.58,5/25-5/31
3206,Saturday,Late night,219.2,169.6,10.0,21.92,5/25-5/31
3206,Sunday,Early morning,128.1,98.2,8.0,16.01,5/25-5/31
3206,Sunday,Breakfast,450.6,358.0,20.0,22.53,5/25-5/31
3206,Sunday,Lunch,139.2,104.3,5.0,27.84,5/25-5/31
3206,Sunday,Afternoon,128.1,98.6,7.0,18.3,5/25-5/31
3206,Sunday,Dinner,219.1,142.7,11.0,19.92,5/25-5/31
3206,Sunday,Late night,157.6,121.5,10.0,15.76,5/25-5/31
493,Monday,Early morning,3.9,3.4,1.0,3.9,5/25-5/31
493,Monday,Breakfast,111.3,96.7,9.0,12.37,5/25-5/31
493,Monday,Lunch,144.1,109.2,7.0,20.59,5/25-5/31
493,Monday,Afternoon,17.0,14.8,1.0,17.0,5/25-5/31
493,Monday,Dinner,235.3,172.5,11.0,21.39,5/25-5/31
493,Monday,Late night,97.3,83.4,7.0,13.9,5/25-5/31
493,Tuesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Tuesday,Breakfast,130.3,107.5,8.0,16.29,5/25-5/31
493,Tuesday,Lunch,95.0,87.1,5.0,19.0,5/25-5/31
493,Tuesday,Afternoon,252.6,170.5,11.0,22.96,5/25-5/31
493,Tuesday,Dinner,142.0,110.0,9.0,15.78,5/25-5/31
493,Tuesday,Late night,173.7,124.8,8.0,21.71,5/25-5/31
493,Wednesday,Early morning,0.0,-19.7,3.0,0.0,5/25-5/31
493,Wednesday,Breakfast,272.9,209.2,12.0,22.74,5/25-5/31
493,Wednesday,Lunch,170.2,115.2,9.0,18.91,5/25-5/31
493,Wednesday,Afternoon,66.6,53.2,5.0,13.32,5/25-5/31
493,Wednesday,Dinner,83.4,71.6,6.0,13.9,5/25-5/31
493,Wednesday,Late night,245.5,239.3,13.0,18.88,5/25-5/31
493,Thursday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
493,Thursday,Breakfast,275.2,206.5,16.0,17.2,5/25-5/31
493,Thursday,Lunch,259.9,208.3,16.0,16.24,5/25-5/31
493,Thursday,Afternoon,79.7,61.9,3.0,26.57,5/25-5/31
493,Thursday,Dinner,308.8,223.2,11.0,28.07,5/25-5/31
493,Thursday,Late night,234.6,194.2,14.0,16.76,5/25-5/31
493,Friday,Early morning,600.5,450.6,34.0,17.66,5/25-5/31
493,Friday,Breakfast,301.4,285.4,22.0,13.7,5/25-5/31
493,Friday,Lunch,88.3,75.7,6.0,14.72,5/25-5/31
493,Friday,Afternoon,71.3,57.1,4.0,17.82,5/25-5/31
493,Friday,Dinner,248.0,179.1,12.0,20.67,5/25-5/31
493,Friday,Late night,316.5,251.2,21.0,15.07,5/25-5/31
493,Saturday,Early morning,611.5,482.5,33.0,18.53,5/25-5/31
493,Saturday,Breakfast,409.8,309.5,21.0,19.51,5/25-5/31
493,Saturday,Lunch,211.7,161.1,10.0,21.17,5/25-5/31
493,Saturday,Afternoon,77.3,62.5,4.0,19.32,5/25-5/31
493,Saturday,Dinner,167.5,118.6,9.0,18.61,5/25-5/31
493,Saturday,Late night,290.1,225.7,17.0,17.06,5/25-5/31
493,Sunday,Early morning,678.4,484.3,32.0,21.2,5/25-5/31
493,Sunday,Breakfast,380.0,287.0,20.0,19.0,5/25-5/31
493,Sunday,Lunch,117.9,95.1,6.0,19.65,5/25-5/31
493,Sunday,Afternoon,137.3,106.4,8.0,17.16,5/25-5/31
493,Sunday,Dinner,117.9,80.6,6.0,19.65,5/25-5/31
493,Sunday,Late night,252.5,190.3,15.0,16.83,5/25-5/31
574,Monday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Monday,Breakfast,121.5,113.7,9.0,13.5,5/25-5/31
574,Monday,Lunch,88.5,64.7,4.0,22.12,5/25-5/31
574,Monday,Afternoon,26.1,17.2,1.0,26.1,5/25-5/31
574,Monday,Dinner,54.9,42.3,2.0,27.45,5/25-5/31
574,Monday,Late night,45.8,34.3,2.0,22.9,5/25-5/31
574,Tuesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Tuesday,Breakfast,190.3,152.0,11.0,17.3,5/25-5/31
574,Tuesday,Lunch,112.2,87.4,6.0,18.7,5/25-5/31
574,Tuesday,Afternoon,33.0,28.7,2.0,16.5,5/25-5/31
574,Tuesday,Dinner,14.4,12.7,2.0,7.2,5/25-5/31
574,Tuesday,Late night,17.1,0.0,1.0,17.1,5/25-5/31
574,Wednesday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Wednesday,Breakfast,100.6,82.8,7.0,14.37,5/25-5/31
574,Wednesday,Lunch,111.4,82.4,7.0,15.91,5/25-5/31
574,Wednesday,Afternoon,42.5,36.8,3.0,14.17,5/25-5/31
574,Wednesday,Dinner,15.7,9.1,1.0,15.7,5/25-5/31
574,Wednesday,Late night,46.3,50.1,2.0,23.15,5/25-5/31
574,Thursday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Thursday,Breakfast,148.0,109.9,7.0,21.14,5/25-5/31
574,Thursday,Lunch,119.6,90.8,8.0,14.95,5/25-5/31
574,Thursday,Afternoon,15.0,12.9,1.0,15.0,5/25-5/31
574,Thursday,Dinner,43.4,37.8,2.0,21.7,5/25-5/31
574,Thursday,Late night,66.8,48.9,3.0,22.27,5/25-5/31
574,Friday,Early morning,0.0,0.0,0.0,0.0,5/25-5/31
574,Friday,Breakfast,144.8,112.8,6.0,24.13,5/25-5/31
574,Friday,Lunch,45.6,28.4,4.0,11.4,5/25-5/31
574,Friday,Afternoon,15.8,13.5,1.0,15.8,5/25-5/31
574,Friday,Dinner,72.6,39.1,3.0,24.2,5/25-5/31
574,Friday,Late night,0.0,0.0,0.0,0.0,5/25-5/31
574,Saturday,Early morning,92.7,75.8,5.0,18.54,5/25-5/31
574,Saturday,Breakfast,213.1,162.7,10.0,21.31,5/25-5/31
574,Saturday,Lunch,164.9,136.7,8.0,20.61,5/25-5/31
574,Saturday,Afternoon,47.2,40.8,3.0,15.73,5/25-5/31
574,Saturday,Dinner,29.6,25.8,2.0,14.8,5/25-5/31
574,Saturday,Late night,13.2,9.2,2.0,6.6,5/25-5/31
574,Sunday,Early morning,66.9,34.2,4.0,16.73,5/25-5/31
574,Sunday,Breakfast,295.3,228.6,13.0,22.72,5/25-5/31
574,Sunday,Lunch,148.0,118.1,7.0,21.14,5/25-5/31
574,Sunday,Afternoon,10.9,9.6,1.0,10.9,5/25-5/31
574,Sunday,Dinner,40.2,34.9,3.0,13.4,5/25-5/31
574,Sunday,Late night,18.4,2.4,1.0,18.4,5/25-5/31
