Merchant Store ID,Day,Day part,Week 1 Sales,Week 2 Sales,Sales Δ,Sales %,Week 1 Payouts,Week 2 Payouts,Payouts Δ,Payouts %,Week 1 Orders,Week 2 Orders,Orders Δ,Orders %,Week 1 AOV,Week 2 AOV,AOV Δ,AOV %
574,Thursday,Early morning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Thursday,Late night,18.2,66.8,48.6,267.0,13.4,48.9,35.5,264.9,1.0,3.0,2.0,200.0,18.2,22.27,4.07,22.4
574,Thursday,Lunch,86.2,119.6,33.4,38.7,72.4,90.8,18.4,25.4,6.0,8.0,2.0,33.3,14.37,14.95,0.58,4.0
574,Tuesday,Afternoon,15.5,33.0,17.5,112.9,13.3,28.7,15.4,115.8,1.0,2.0,1.0,100.0,15.5,16.5,1.0,6.5
574,Tuesday,Breakfast,128.9,190.3,61.4,47.6,103.4,152.0,48.6,47.0,7.0,11.0,4.0,57.1,18.41,17.3,-1.11,-6.0
574,Tuesday,Dinner,39.2,14.4,-24.8,-63.3,28.6,12.7,-15.9,-55.6,2.0,2.0,0.0,0.0,19.6,7.2,-12.4,-63.3
574,Tuesday,Early morning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Tuesday,Late night,29.7,17.1,-12.6,-42.4,19.6,0.0,-19.6,-100.0,3.0,1.0,-2.0,-66.7,9.9,17.1,7.2,72.7
574,Tuesday,Lunch,81.2,112.2,31.0,38.2,65.2,87.4,22.2,34.0,5.0,6.0,1.0,20.0,16.24,18.7,2.46,15.1
574,Wednesday,Afternoon,38.7,42.5,3.8,9.8,33.8,36.8,3.0,8.9,2.0,3.0,1.0,50.0,19.35,14.17,-5.18,-26.8
574,Wednesday,Breakfast,158.4,100.6,-57.8,-36.5,127.0,82.8,-44.2,-34.8,8.0,7.0,-1.0,-12.5,19.8,14.37,-5.43,-27.4
574,Wednesday,Dinner,17.8,15.7,-2.1,-11.8,15.7,9.1,-6.6,-42.0,1.0,1.0,0.0,0.0,17.8,15.7,-2.1,-11.8
574,Wednesday,Early morning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,Wednesday,Late night,92.2,46.3,-45.9,-49.8,85.0,50.1,-34.9,-41.1,5.0,2.0,-3.0,-60.0,18.44,23.15,4.71,25.5
574,Wednesday,Lunch,152.7,111.4,-41.3,-27.0,119.0,82.4,-36.6,-30.8,8.0,7.0,-1.0,-12.5,19.09,15.91,-3.18,-16.7
3206,Friday,Afternoon,106.5,31.9,-74.6,-70.0,81.5,27.4,-54.1,-66.4,4.0,2.0,-2.0,-50.0,26.62,15.95,-10.67,-40.1
3206,Friday,Breakfast,473.0,209.6,-263.4,-55.7,350.2,206.2,-144.0,-41.1,26.0,16.0,-10.0,-38.5,18.19,13.1,-5.09,-28.0
3206,Friday,Dinner,220.9,160.7,-60.2,-27.3,169.4,122.4,-47.0,-27.7,10.0,8.0,-2.0,-20.0,22.09,20.09,-2.0,-9.1
3206,Friday,Early morning,29.0,130.5,101.5,350.0,56.7,100.9,44.2,78.0,7.0,8.0,1.0,14.3,4.14,16.31,12.17,294.0
3206,Friday,Late night,275.4,348.0,72.6,26.4,217.7,264.4,46.7,21.5,15.0,16.0,1.0,6.7,18.36,21.75,3.39,18.5
3206,Friday,Lunch,203.0,209.1,6.1,3.0,159.7,157.2,-2.5,-1.6,13.0,8.0,-5.0,-38.5,15.62,26.14,10.52,67.3
3206,Monday,Afternoon,59.7,13.2,-46.5,-77.9,46.1,11.4,-34.7,-75.3,4.0,1.0,-3.0,-75.0,14.93,13.2,-1.73,-11.6
3206,Monday,Breakfast,116.0,391.9,275.9,237.8,94.9,359.8,264.9,279.1,7.0,21.0,14.0,200.0,16.57,18.66,2.09,12.6
3206,Monday,Dinner,166.1,113.0,-53.1,-32.0,131.1,91.9,-39.2,-29.9,9.0,6.0,-3.0,-33.3,18.46,18.83,0.37,2.0
3206,Monday,Early morning,0.0,0.0,0.0,0.0,-4.5,0.0,4.5,100.0,1.0,0.0,-1.0,-100.0,0.0,0.0,0.0,0.0
3206,Monday,Late night,260.4,327.1,66.7,25.6,173.6,248.0,74.4,42.9,10.0,13.0,3.0,30.0,26.04,25.16,-0.88,-3.4
3206,Monday,Lunch,54.8,141.4,86.6,158.0,47.5,95.4,47.9,100.8,4.0,6.0,2.0,50.0,13.7,23.57,9.87,72.0
3206,Saturday,Afternoon,136.7,146.2,9.5,6.9,93.0,88.5,-4.5,-4.8,7.0,8.0,1.0,14.3,19.53,18.27,-1.26,-6.5
3206,Saturday,Breakfast,475.5,315.4,-160.1,-33.7,352.9,259.4,-93.5,-26.5,22.0,17.0,-5.0,-22.7,21.61,18.55,-3.06,-14.2
3206,Saturday,Dinner,218.4,329.3,110.9,50.8,183.8,271.7,87.9,47.8,14.0,16.0,2.0,14.3,15.6,20.58,4.98,31.9
3206,Saturday,Early morning,40.1,41.6,1.5,3.7,34.7,31.6,-3.1,-8.9,3.0,3.0,0.0,0.0,13.37,13.87,0.5,3.7
3206,Saturday,Late night,187.2,219.2,32.0,17.1,127.1,169.6,42.5,33.4,11.0,10.0,-1.0,-9.1,17.02,21.92,4.9,28.8
3206,Saturday,Lunch,131.2,213.4,82.2,62.7,98.9,164.8,65.9,66.6,8.0,10.0,2.0,25.0,16.4,21.34,4.94,30.1
3206,Sunday,Afternoon,287.7,128.1,-159.6,-55.5,212.4,98.6,-113.8,-53.6,13.0,7.0,-6.0,-46.2,22.13,18.3,-3.83,-17.3
3206,Sunday,Breakfast,205.4,450.6,245.2,119.4,169.6,358.0,188.4,111.1,11.0,20.0,9.0,81.8,18.67,22.53,3.86,20.7
3206,Sunday,Dinner,127.7,219.1,91.4,71.6,93.9,142.7,48.8,52.0,9.0,11.0,2.0,22.2,14.19,19.92,5.73,40.4
3206,Sunday,Early morning,43.3,128.1,84.8,195.8,33.4,98.2,64.8,194.0,3.0,8.0,5.0,166.7,14.43,16.01,1.58,10.9
3206,Sunday,Late night,124.7,157.6,32.9,26.4,95.4,121.5,26.1,27.4,7.0,10.0,3.0,42.9,17.81,15.76,-2.05,-11.5
3206,Sunday,Lunch,176.0,139.2,-36.8,-20.9,133.7,104.3,-29.4,-22.0,9.0,5.0,-4.0,-44.4,19.56,27.84,8.28,42.3
3206,Thursday,Afternoon,66.8,54.1,-12.7,-19.0,53.9,47.0,-6.9,-12.8,2.0,3.0,1.0,50.0,33.4,18.03,-15.37,-46.0
3206,Thursday,Breakfast,305.2,315.9,10.7,3.5,215.7,266.0,50.3,23.3,17.0,17.0,0.0,0.0,17.95,18.58,0.63,3.5
3206,Thursday,Dinner,347.4,192.4,-155.0,-44.6,263.9,128.6,-135.3,-51.3,13.0,7.0,-6.0,-46.2,26.72,27.49,0.77,2.9
3206,Thursday,Early morning,0.0,0.0,0.0,0.0,-1.6,0.0,1.6,100.0,1.0,0.0,-1.0,-100.0,0.0,0.0,0.0,0.0
3206,Thursday,Late night,120.2,207.8,87.6,72.9,103.6,141.3,37.7,36.4,6.0,11.0,5.0,83.3,20.03,18.89,-1.14,-5.7
3206,Thursday,Lunch,275.9,239.6,-36.3,-13.2,210.9,172.5,-38.4,-18.2,12.0,10.0,-2.0,-16.7,22.99,23.96,0.97,4.2
3206,Tuesday,Afternoon,71.5,61.3,-10.2,-14.3,54.3,44.1,-10.2,-18.8,2.0,2.0,0.0,0.0,35.75,30.65,-5.1,-14.3
3206,Tuesday,Breakfast,161.7,168.8,7.1,4.4,122.0,127.8,5.8,4.8,10.0,12.0,2.0,20.0,16.17,14.07,-2.1,-13.0
3206,Tuesday,Dinner,205.3,239.7,34.4,16.8,152.4,187.3,34.9,22.9,8.0,12.0,4.0,50.0,25.66,19.97,-5.69,-22.2
3206,Tuesday,Early morning,0.0,0.0,0.0,0.0,0.0,-5.6,-5.6,,0.0,1.0,1.0,,0.0,0.0,0.0,0.0
3206,Tuesday,Late night,69.4,136.1,66.7,96.1,59.6,104.1,44.5,74.7,4.0,7.0,3.0,75.0,17.35,19.44,2.09,12.0
3206,Tuesday,Lunch,154.0,223.6,69.6,45.2,121.3,179.0,57.7,47.6,8.0,10.0,2.0,25.0,19.25,22.36,3.11,16.2
3206,Wednesday,Afternoon,66.8,45.7,-21.1,-31.6,47.1,36.3,-10.8,-22.9,4.0,3.0,-1.0,-25.0,16.7,15.23,-1.47,-8.8
3206,Wednesday,Breakfast,408.2,198.4,-209.8,-51.4,308.9,162.2,-146.7,-47.5,21.0,11.0,-10.0,-47.6,19.44,18.04,-1.4,-7.2
3206,Wednesday,Dinner,227.6,226.7,-0.9,-0.4,168.2,175.3,7.1,4.2,11.0,11.0,0.0,0.0,20.69,20.61,-0.08,-0.4
3206,Wednesday,Early morning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3206,Wednesday,Late night,230.4,170.0,-60.4,-26.2,212.8,166.2,-46.6,-21.9,13.0,8.0,-5.0,-38.5,17.72,21.25,3.53,19.9
3206,Wednesday,Lunch,114.4,141.4,27.0,23.6,91.8,108.0,16.2,17.6,5.0,6.0,1.0,20.0,22.88,23.57,0.69,3.0
